symbol,sig_ts,ent_ts,ex_ts,entry,atr,stop_pct,sl,tp,px_pess,exit_pess,px_opt,exit_opt,px_4h,exit_4h,fund_sum,fund_n,fund_ok,gaps_1h,step_size,atr_rank,volratio,mom180,qvol_30d,ambiguous,fund_abs90
0GUSDT,1768737600000,1768752000000,1768780800000,0.8896,0.0221357142857142,0.0248827723535457,0.8674642857142857,0.9781428571428572,0.8674642857142857,SL,0.8674642857142857,SL,0.8674642857142857,SL,-5.8e-07,1,True,0,1.0,0.064,1.0703722256326471,0.1676072975456095,68839690.87442666,False,0.0013085494074074075
0GUSDT,1768766400000,1768780800000,1768784400000,0.8471,0.0235357142857142,0.0277838676492908,0.8235642857142856,0.941242857142857,0.8235642857142856,SL,0.8235642857142856,SL,0.8235642857142856,SL,-0.00024607,1,True,0,1.0,0.172,1.168732601432158,0.10515329419439,68840234.59093,False,0.0013082582592592593
0GUSDT,1769083200000,1769097600000,1769101200000,0.8168,0.0290928571428571,0.0356180915069259,0.7877071428571428,0.9331714285714284,0.7877071428571428,SL,0.7877071428571428,SL,0.7877071428571428,SL,-0.01147139,1,True,0,1.0,0.48,1.3308902900565316,0.0116466361045719,69923042.67064334,False,0.001261280925925926
0GUSDT,1773259200000,1773273600000,1773298800000,0.5808,0.0113571428571428,0.0195543093270366,0.5694428571428571,0.6262285714285715,0.5694428571428571,SL,0.5694428571428571,SL,0.5694428571428571,SL,-0.00019119,1,True,0,1.0,0.008,1.002957181231815,0.0682487122884474,32178196.98905,False,0.0006453328888888889
0GUSDT,1776398400000,1776412800000,1776474000000,0.6255,0.0126857142857142,0.0202809181226447,0.6128142857142856,0.676242857142857,0.6128142857142856,SL,0.6128142857142856,SL,0.6128142857142856,SL,-0.00064456,5,True,0,1.0,0.136,1.2924988944486162,0.0769628099173553,12946042.05715,False,0.0004446667407407407
1000000BOBUSDT,1768636800000,1768651200000,1768676400000,0.01975,0.0004664285714285,0.0236166365280288,0.0192835714285714,0.0216157142857142,0.0192835714285714,SL,0.0192835714285714,SL,0.0192835714285714,SL,0.00050581,1,True,0,1.0,0.068,1.052054514699026,0.1292166952544311,955361.2490403332,False,0.0003890170370370371
1000000BOBUSDT,1780142400000,1780156800000,1780243200000,0.01484,0.0004321428571428,0.0291201386214863,0.0144078571428571,0.0165685714285714,0.01522,TIME,0.01522,TIME,0.01522,TIME,0.00141697,5,True,0,1.0,0.5,1.142832762109642,0.1648351648351649,4282385.094845333,False,0.00042272140740740743
1000000MOGUSDT,1744459200000,1744473600000,1744552800000,0.4851,0.0265857142857142,0.0548046058250139,0.4585142857142857,0.591442857142857,0.4585142857142857,SL,0.4585142857142857,SL,0.4585142857142857,SL,-0.00090299,5,True,0,0.1,0.388,1.178711470905127,0.0872197309417039,9765685.689517666,False,6.291307407407408e-05
1000000MOGUSDT,1744488000000,1744502400000,1744552800000,0.4996,0.0247857142857142,0.0496111174654008,0.4748142857142857,0.5987428571428571,0.4748142857142857,SL,0.4748142857142857,SL,0.4748142857142857,SL,7.660000000000005e-06,3,True,0,0.1,0.284,1.1778654734473724,0.1517177772653908,9787274.625657,False,6.596688888888888e-05
1000000MOGUSDT,1744502400000,1744516800000,1744552800000,0.4901,0.02445,0.0498877780044888,0.46565,0.5879,0.46565,SL,0.46565,SL,0.46565,SL,0.0001,2,True,0,0.1,0.286,1.1809142447472645,0.1237680495072197,9807221.532175,False,6.75264074074074e-05
1000000MOGUSDT,1744531200000,1744545600000,1744552800000,0.5002,0.0247857142857142,0.0495516079282572,0.4754142857142857,0.5993428571428571,0.4754142857142857,SL,0.4754142857142857,SL,0.4754142857142857,SL,0.0,0,True,0,0.1,0.284,1.186338509422857,0.1081081081081078,9780926.961842334,False,6.768322222222223e-05
1000000MOGUSDT,1745611200000,1745625600000,1745676000000,0.6635,0.0350857142857142,0.052879750242222,0.6284142857142857,0.8038428571428572,0.6284142857142857,SL,0.6284142857142857,SL,0.6284142857142857,SL,0.00015694,4,True,0,0.1,0.426,1.1033960240760152,0.2015574067366894,9566343.486283334,False,7.522733333333334e-05
1000000MOGUSDT,1748908800000,1748923200000,1749009600000,0.98,0.0480071428571428,0.0489868804664723,0.9319928571428572,1.1720285714285714,0.9748,TIME,0.9748,TIME,0.9748,TIME,0.0003,6,True,0,0.1,0.346,1.1627938116795051,0.7706902782797254,30465974.08737733,False,6.262088888888888e-05
1000000MOGUSDT,1748952000000,1748966400000,1748984400000,1.036,0.0532357142857142,0.0513858246001103,0.9827642857142858,1.2489428571428571,0.9827642857142858,SL,0.9827642857142858,SL,0.9827642857142858,SL,0.0001,2,True,0,0.1,0.42,1.0510314577740296,0.9026808666911496,30875309.882325333,False,6.28318148148148e-05
1000000MOGUSDT,1751227200000,1751241600000,1751266800000,1.0571,0.0364357142857142,0.0344676135519007,1.0206642857142856,1.202842857142857,1.0206642857142856,SL,1.0206642857142856,SL,1.0206642857142856,SL,5e-05,1,True,0,0.1,0.052,1.0200614165653124,0.1745749527725302,16713977.934195668,False,5.9139074074074075e-05
1000000MOGUSDT,1751515200000,1751529600000,1751544000000,1.1013,0.0449785714285714,0.0408413433474724,1.0563214285714284,1.2812142857142856,1.0563214285714284,SL,1.0563214285714284,SL,1.0563214285714284,SL,5e-05,1,True,0,0.1,0.106,1.1618221438576974,0.1290124089836939,17620536.286055,False,5.9139074074074075e-05
1000000MOGUSDT,1751544000000,1751558400000,1751616000000,1.0479,0.0497357142857142,0.0474622714817389,0.9981642857142856,1.2468428571428571,0.9981642857142856,SL,0.9981642857142856,SL,0.9981642857142856,SL,0.0002,4,True,0,0.1,0.264,1.1876889130938992,0.0112912565141864,17501598.876153998,False,5.9139074074074075e-05
1000000MOGUSDT,1752192000000,1752206400000,1752292800000,1.5618,0.0787642857142857,0.050431736274994,1.4830357142857145,1.8768571428571428,1.7047,TIME,1.7047,TIME,1.7047,TIME,0.00032006,6,True,0,0.1,0.434,1.0029254573375923,0.3923282783229258,17820097.52069767,False,5.8866407407407406e-05
1000000MOGUSDT,1753632000000,1753646400000,1753714800000,1.6065,0.0580428571428571,0.036130007558579,1.548457142857143,1.8386714285714287,1.548457142857143,SL,1.548457142857143,SL,1.548457142857143,SL,0.00038276,5,True,0,0.1,0.076,1.0063103636365491,0.8551142923112445,27305901.19760933,False,6.365637037037037e-05
1000000MOGUSDT,1754654400000,1754668800000,1754737200000,1.3037,0.0499571428571429,0.0383195082128886,1.2537428571428573,1.5035285714285718,1.5035285714285718,TP,1.5035285714285718,TP,1.5035285714285718,TP,0.0002,4,True,0,0.1,0.138,1.0098995605047068,0.1687880960917893,28989365.843918,False,6.326400000000001e-05
1000000MOGUSDT,1754668800000,1754683200000,1754701200000,1.3987,0.0561357142857143,0.0401342062527449,1.3425642857142857,1.6232428571428574,1.3425642857142857,SL,1.3425642857142857,SL,1.3425642857142857,SL,0.0001,2,True,0,0.1,0.174,1.0714550221983632,0.1693838307833794,29042773.386807,False,6.326400000000001e-05
1000000MOGUSDT,1754712000000,1754726400000,1754812800000,1.4472,0.0629214285714285,0.0434780462765537,1.3842785714285717,1.6988857142857143,1.4659,TIME,1.4659,TIME,1.4659,TIME,0.0007696,5,True,0,0.1,0.27,1.171905253896934,0.1271127034815795,28800190.471116666,False,6.338925925925927e-05
1000000MOGUSDT,1754726400000,1754740800000,1754827200000,1.4666,0.0656714285714285,0.0447780093900372,1.4009285714285713,1.729285714285714,1.4281,TIME,1.4281,TIME,1.4281,TIME,0.0008745599999999,6,True,0,0.1,0.304,1.1769525534572554,0.1131431173167401,28856512.750539005,False,6.338925925925927e-05
1000000MOGUSDT,1754755200000,1754769600000,1754784000000,1.5953,0.0726857142857142,0.0455624110109159,1.5226142857142857,1.886042857142857,1.5226142857142857,SL,1.5226142857142857,SL,1.5226142857142857,SL,0.0,0,True,0,0.1,0.326,1.1843889207683276,0.1718566392479437,28792921.57554067,False,6.346007407407407e-05
1000000MOGUSDT,1754769600000,1754784000000,1754816400000,1.5267,0.0754928571428571,0.0494483900850574,1.451207142857143,1.8286714285714285,1.451207142857143,SL,1.451207142857143,SL,1.451207142857143,SL,0.00033723,3,True,0,0.1,0.46,1.25396757107928,0.0476974812984694,28582022.365466338,False,6.366140740740741e-05
1000000MOGUSDT,1759377600000,1759392000000,1759417200000,0.8523,0.0334714285714285,0.0392718861567858,0.8188285714285714,0.9861857142857144,0.8188285714285714,SL,0.8188285714285714,SL,0.8188285714285714,SL,0.0001886999999999,2,True,0,0.1,0.464,1.173184351254941,0.015481719661784,8381708.439555667,False,6.762937037037037e-05
1000000MOGUSDT,1768118400000,1768132800000,1768147200000,0.3383,0.0106999999999999,0.0316287318947679,0.3276,0.3811,0.3276,SL,0.3276,SL,0.3276,SL,5e-05,1,True,0,0.1,0.214,1.168507440889496,0.2075,8052762.285003668,False,5.016225925925926e-05
1000000MOGUSDT,1778284800000,1778299200000,1778346000000,0.1631,0.0045071428571428,0.0276342296575281,0.1585928571428571,0.1811285714285714,0.1585928571428571,SL,0.1585928571428571,SL,0.1585928571428571,SL,0.00015,3,True,0,0.1,0.484,1.0414091494031867,0.2179104477611939,2853337.629563,False,7.128514814814816e-05
1000000MOGUSDT,1778385600000,1778400000000,1778432400000,0.1637,0.0035642857142857,0.021773278645606,0.1601357142857143,0.1779571428571428,0.1779571428571428,TP,0.1779571428571428,TP,0.1779571428571428,TP,0.0001751,2,True,0,0.1,0.102,1.0429341250975304,0.2345399698340875,2849608.326554667,False,7.128514814814816e-05
1000000MOGUSDT,1778400000000,1778414400000,1778500800000,0.1677,0.0036714285714285,0.0218928358463241,0.1640285714285714,0.1823857142857142,0.1689,TIME,0.1689,TIME,0.1689,TIME,0.00044509,6,True,0,0.1,0.104,1.063772209664232,0.2475836431226765,2857059.083194,False,7.136103703703704e-05
1000000MOGUSDT,1778414400000,1778428800000,1778446800000,0.1742,0.0041214285714285,0.0236591766442512,0.1700785714285714,0.1906857142857142,0.1700785714285714,SL,0.1700785714285714,SL,0.1700785714285714,SL,0.00011999,1,True,0,0.1,0.184,1.1044896307967391,0.2820324005891015,2873670.7438553334,False,7.136103703703704e-05
1000000MOGUSDT,1778428800000,1778443200000,1778446800000,0.1739,0.0045857142857142,0.0263698348804731,0.1693142857142857,0.1922428571428571,0.1693142857142857,SL,0.1693142857142857,SL,0.1693142857142857,SL,0.00011999,1,True,0,0.1,0.398,1.082991980821752,0.2597684515195371,2942609.159317666,False,7.163918518518518e-05
1000BONKUSDT,1728259200000,1728273600000,1728295200000,0.023275,0.0007535714285714,0.0323768605186435,0.0225214285714285,0.0262892857142857,0.0225214285714285,SL,0.0225214285714285,SL,0.0225214285714285,SL,5e-05,1,True,0,1.0,0.374,1.1278375633349689,0.4598883522549082,176880803.86566323,False,5.270766666666667e-05
1000BONKUSDT,1729468800000,1729483200000,1729504800000,0.024368,0.0006722142857142,0.0275859440953006,0.0236957857142857,0.0270568571428571,0.0236957857142857,SL,0.0236957857142857,SL,0.0236957857142857,SL,5e-05,1,True,0,1.0,0.172,1.0832923287322247,0.368429919137466,224428897.43445724,False,4.860540740740741e-05
1000BONKUSDT,1737144000000,1737158400000,1737180000000,0.033269,0.0012447857142857,0.0374157838914819,0.0320242142857142,0.0382481428571428,0.0320242142857142,SL,0.0320242142857142,SL,0.0320242142857142,SL,5e-05,1,True,0,1.0,0.31,1.1522656062927723,0.0703278319338545,215562681.96471855,False,7.325948148148147e-05
1000BONKUSDT,1737158400000,1737172800000,1737190800000,0.032407,0.0013671428571428,0.0421866527954718,0.0310398571428571,0.0378755714285714,0.0310398571428571,SL,0.0310398571428571,SL,0.0310398571428571,SL,0.0001,2,True,0,1.0,0.496,1.1147095383476244,0.0372243382517682,215505050.0137962,False,7.118748148148148e-05
1000BONKUSDT,1742976000000,1742990400000,1742997600000,0.015279,0.0005500714285714,0.0360017951810608,0.0147289285714285,0.0174792857142857,0.0147289285714285,SL,0.0147289285714285,SL,0.0147289285714285,SL,0.0,0,True,0,1.0,0.308,1.1286938919216598,0.0259888523269089,76721510.5539993,False,5.9398407407407414e-05
1000BONKUSDT,1744228800000,1744243200000,1744286400000,0.011094,0.0004707857142857,0.042436065827088,0.0106232142857142,0.0129771428571428,0.0106232142857142,SL,0.0106232142857142,SL,0.0106232142857142,SL,0.00015,3,True,0,1.0,0.5,1.1230401086277786,0.1426511484189925,70384816.63058813,False,6.744014814814815e-05
1000BONKUSDT,1744358400000,1744372800000,1744408800000,0.011262,0.0004455,0.0395578050079914,0.0108165,0.013044,0.013044,TP,0.013044,TP,0.013044,TP,4.405e-05,2,True,0,1.0,0.352,1.2390988247521546,0.0782267330524704,68410462.47641262,False,6.8095e-05
1000BONKUSDT,1744372800000,1744387200000,1744470000000,0.011669,0.0004404285714285,0.0377434717138204,0.0112285714285714,0.0134307142857142,0.0134307142857142,TP,0.0134307142857142,TP,0.0134307142857142,TP,0.00019405,5,True,0,1.0,0.286,1.222006642809597,0.1395507812499998,68300247.2179156,False,6.826155555555557e-05
1000BONKUSDT,1744387200000,1744401600000,1744488000000,0.011988,0.0004790714285714,0.0399625816292482,0.0115089285714285,0.0139042857142857,0.013486,TIME,0.013486,TIME,0.013486,TIME,0.00017722,7,True,0,1.0,0.376,1.146300977168928,0.1491421451164574,68620947.99673942,False,6.826155555555555e-05
1000BONKUSDT,1744459200000,1744473600000,1744560000000,0.013509,0.0005359285714285,0.0396719647219314,0.0129730714285714,0.0156527142857142,0.0129730714285714,SL,0.0129730714285714,SL,0.0129730714285714,SL,5.220999999999998e-05,6,True,0,1.0,0.364,1.072265309640834,0.2939655172413793,70571064.20552246,False,6.809525925925926e-05
1000BONKUSDT,1744488000000,1744502400000,1744524000000,0.013883,0.0005626428571428,0.0405274693612949,0.0133203571428571,0.0161335714285714,0.0133203571428571,SL,0.0133203571428571,SL,0.0133203571428571,SL,5e-05,1,True,0,1.0,0.41,1.0819404859935222,0.3325014398157035,70862607.02840476,False,6.76632962962963e-05
1000BONKUSDT,1747843200000,1747857600000,1747944000000,0.020597,0.0008185,0.0397387969121716,0.0197785,0.023871,0.021862,TIME,0.021862,TIME,0.021862,TIME,0.0003,6,True,0,1.0,0.298,1.033910176027485,0.6392359729407084,161761270.23961553,False,5.322322222222223e-05
1000BONKUSDT,1747944000000,1747958400000,1748005200000,0.023054,0.0009555714285714,0.0414492681778185,0.0220984285714285,0.0268762857142857,0.0220984285714285,SL,0.0220984285714285,SL,0.0220984285714285,SL,0.0002,4,True,0,1.0,0.4,1.0009117117146098,0.5134602757715037,163126265.95969725,False,5.108648148148148e-05
1000BONKUSDT,1747958400000,1747972800000,1747980000000,0.023774,0.0010072857142857,0.0423692148685839,0.0227667142857142,0.0278031428571428,0.0227667142857142,SL,0.0227667142857142,SL,0.0227667142857142,SL,0.0,0,True,0,1.0,0.438,1.0213358795788252,0.4821372903547603,163523201.38309056,False,5.1234777777777775e-05
1000BONKUSDT,1748908800000,1748923200000,1748984400000,0.017585,0.0005798571428571,0.0329745318656322,0.0170051428571428,0.0199044285714285,0.0170051428571428,SL,0.0170051428571428,SL,0.0170051428571428,SL,0.0001982,5,True,0,1.0,0.096,1.0015228218583112,0.0798747544204321,146840146.71579853,False,5.0716851851851855e-05
1000BONKUSDT,1754668800000,1754683200000,1754701200000,0.02676,0.0008900714285714,0.0332612641469143,0.0258699285714285,0.0303202857142857,0.0258699285714285,SL,0.0258699285714285,SL,0.0258699285714285,SL,7.579e-05,2,True,0,1.0,0.218,1.011863139951629,0.2926487635239567,653847991.3607178,False,5.2102703703703704e-05
1000BONKUSDT,1754712000000,1754726400000,1754812800000,0.026997,0.0009319285714285,0.034519708539044,0.0260650714285714,0.0307247142857142,0.026803,TIME,0.026803,TIME,0.026803,TIME,1.0800000000000083e-06,5,True,0,1.0,0.276,1.073729764173158,0.2230124575311438,648416790.1483957,False,5.201303703703704e-05
