symbol,sig_ts,ent_ts,ex_ts,entry,atr,stop_pct,sl,tp,px_pess,exit_pess,px_opt,exit_opt,px_4h,exit_4h,fund_sum,fund_n,fund_ok,gaps_1h,step_size,atr_rank,volratio,mom180,qvol_30d,ambiguous,fund_abs90,gross_pess,net_pess,R_pess,Rgross_pess,gross_opt,net_opt,R_opt,Rgross_opt,gross_4h,net_4h,R_4h,Rgross_4h,sig_date,hold_h
1000000MOGUSDT,1748952000000,1748966400000,1748984400000,1.036,0.0532357142857142,0.0513858246001103,0.9827642857142858,1.2489428571428571,0.9827642857142858,SL,0.9827642857142858,SL,0.9827642857142858,SL,0.0001,2,True,0,0.1,0.42,1.0510314577740296,0.9026808666911496,30875309.882325333,False,6.28318148148148e-05,-0.05138582460011032,-0.053485824600110324,-1.040867301757682,-1.0000000000000004,-0.05138582460011032,-0.053485824600110324,-1.040867301757682,-1.0000000000000004,-0.05138582460011032,-0.053485824600110324,-1.040867301757682,-1.0000000000000004,2025-06-03,5.0
1000000MOGUSDT,1751227200000,1751241600000,1751266800000,1.0571,0.0364357142857142,0.0344676135519007,1.0206642857142856,1.202842857142857,1.0206642857142856,SL,1.0206642857142856,SL,1.0206642857142856,SL,5e-05,1,True,0,0.1,0.052,1.0200614165653124,0.1745749527725302,16713977.934195668,False,5.913907407407408e-05,-0.034467613551900866,-0.03651761355190087,-1.0594761223289602,-1.0000000000000049,-0.034467613551900866,-0.03651761355190087,-1.0594761223289602,-1.0000000000000049,-0.034467613551900866,-0.03651761355190087,-1.0594761223289602,-1.0000000000000049,2025-06-29,7.0
1000000MOGUSDT,1751515200000,1751529600000,1751544000000,1.1013,0.0449785714285714,0.0408413433474724,1.0563214285714284,1.2812142857142856,1.0563214285714284,SL,1.0563214285714284,SL,1.0563214285714284,SL,5e-05,1,True,0,0.1,0.106,1.1618221438576974,0.1290124089836939,17620536.286055,False,5.913907407407408e-05,-0.04084134334747258,-0.042891343347472584,-1.0501942353501714,-1.0000000000000044,-0.04084134334747258,-0.042891343347472584,-1.0501942353501714,-1.0000000000000044,-0.04084134334747258,-0.042891343347472584,-1.0501942353501714,-1.0000000000000044,2025-07-03,4.0
1000000MOGUSDT,1751544000000,1751558400000,1751616000000,1.0479,0.0497357142857142,0.0474622714817389,0.9981642857142856,1.2468428571428571,0.9981642857142856,SL,0.9981642857142856,SL,0.9981642857142856,SL,0.0002,4,True,0,0.1,0.264,1.1876889130938992,0.0112912565141864,17501598.876153998,False,5.913907407407408e-05,-0.04746227148173909,-0.049662271481739094,-1.0463526066350752,-1.000000000000004,-0.04746227148173909,-0.049662271481739094,-1.0463526066350752,-1.000000000000004,-0.04746227148173909,-0.049662271481739094,-1.0463526066350752,-1.000000000000004,2025-07-03,16.0
1000000MOGUSDT,1752192000000,1752206400000,1752292800000,1.5618,0.0787642857142857,0.050431736274994,1.4830357142857145,1.8768571428571428,1.7047,TIME,1.7047,TIME,1.7047,TIME,0.00032006,6,True,0,0.1,0.434,1.0029254573375923,0.3923282783229258,17820097.52069767,False,5.8866407407407406e-05,0.09149699065181194,0.08917693065181194,1.7682700862319767,1.8142740545932716,0.09149699065181194,0.08917693065181194,1.7682700862319767,1.8142740545932716,0.09149699065181194,0.08917693065181194,1.7682700862319767,1.8142740545932716,2025-07-11,24.0
1000000MOGUSDT,1753632000000,1753646400000,1753714800000,1.6065,0.0580428571428571,0.036130007558579,1.548457142857143,1.8386714285714287,1.548457142857143,SL,1.548457142857143,SL,1.548457142857143,SL,0.00038276,5,True,0,0.1,0.076,1.0063103636365491,0.8551142923112445,27305901.19760933,False,6.365637037037037e-05,-0.03613000755857898,-0.038512767558578985,-1.0659496125523007,-0.9999999999999994,-0.03613000755857898,-0.038512767558578985,-1.0659496125523007,-0.9999999999999994,-0.03613000755857898,-0.038512767558578985,-1.0659496125523007,-0.9999999999999994,2025-07-27,19.0
1000000MOGUSDT,1754654400000,1754668800000,1754737200000,1.3037,0.0499571428571429,0.0383195082128886,1.2537428571428573,1.5035285714285718,1.5035285714285718,TP,1.5035285714285718,TP,1.5035285714285718,TP,0.0002,4,True,0,0.1,0.138,1.0098995605047068,0.1687880960917893,28989365.843918,False,6.326400000000001e-05,0.1532780328515546,0.1510780328515546,3.9425879897054674,4.000000000000006,0.1532780328515546,0.1510780328515546,3.9425879897054674,4.000000000000006,0.1532780328515546,0.1510780328515546,3.9425879897054674,4.000000000000006,2025-08-08,19.0
1000000MOGUSDT,1754668800000,1754683200000,1754701200000,1.3987,0.0561357142857143,0.0401342062527449,1.3425642857142857,1.6232428571428574,1.3425642857142857,SL,1.3425642857142857,SL,1.3425642857142857,SL,0.0001,2,True,0,0.1,0.174,1.0714550221983632,0.1693838307833794,29042773.386807,False,6.326400000000001e-05,-0.040134206252745,-0.042234206252745,-1.0523244433134011,-1.0000000000000024,-0.040134206252745,-0.042234206252745,-1.0523244433134011,-1.0000000000000024,-0.040134206252745,-0.042234206252745,-1.0523244433134011,-1.0000000000000024,2025-08-08,5.0
1000000MOGUSDT,1754712000000,1754726400000,1754812800000,1.4472,0.0629214285714285,0.0434780462765537,1.3842785714285717,1.6988857142857143,1.4659,TIME,1.4659,TIME,1.4659,TIME,0.0007696,5,True,0,0.1,0.27,1.171905253896934,0.1271127034815795,28800190.471116666,False,6.338925925925927e-05,0.012921503593145367,0.010151903593145366,0.2334949350891132,0.2971960494948347,0.012921503593145367,0.010151903593145366,0.2334949350891132,0.2971960494948347,0.012921503593145367,0.010151903593145366,0.2334949350891132,0.2971960494948347,2025-08-09,24.0
1000000MOGUSDT,1754726400000,1754740800000,1754827200000,1.4666,0.0656714285714285,0.0447780093900372,1.4009285714285713,1.729285714285714,1.4281,TIME,1.4281,TIME,1.4281,TIME,0.0008745599999999,6,True,0,0.1,0.304,1.1769525534572554,0.1131431173167401,28856512.750539005,False,6.338925925925927e-05,-0.02625119323605618,-0.02912575323605608,-0.6504477003959083,-0.5862519034152709,-0.02625119323605618,-0.02912575323605608,-0.6504477003959083,-0.5862519034152709,-0.02625119323605618,-0.02912575323605608,-0.6504477003959083,-0.5862519034152709,2025-08-09,24.0
1000000MOGUSDT,1754755200000,1754769600000,1754784000000,1.5953,0.0726857142857142,0.0455624110109159,1.5226142857142857,1.886042857142857,1.5226142857142857,SL,1.5226142857142857,SL,1.5226142857142857,SL,0.0,0,True,0,0.1,0.326,1.1843889207683276,0.1718566392479437,28792921.57554067,False,6.346007407407407e-05,-0.04556241101091596,-0.04756241101091596,-1.0438958333333348,-1.0000000000000013,-0.04556241101091596,-0.04756241101091596,-1.0438958333333348,-1.0000000000000013,-0.04556241101091596,-0.04756241101091596,-1.0438958333333348,-1.0000000000000013,2025-08-09,4.0
1000000MOGUSDT,1754769600000,1754784000000,1754816400000,1.5267,0.0754928571428571,0.0494483900850574,1.451207142857143,1.8286714285714285,1.451207142857143,SL,1.451207142857143,SL,1.451207142857143,SL,0.00033723,3,True,0,0.1,0.46,1.25396757107928,0.0476974812984694,28582022.365466338,False,6.366140740740741e-05,-0.0494483900850573,-0.051785620085057306,-1.0472660484189593,-0.999999999999998,-0.0494483900850573,-0.051785620085057306,-1.0472660484189593,-0.999999999999998,-0.0494483900850573,-0.051785620085057306,-1.0472660484189593,-0.999999999999998,2025-08-09,9.0
1000000MOGUSDT,1759377600000,1759392000000,1759417200000,0.8523,0.0334714285714285,0.0392718861567858,0.8188285714285714,0.9861857142857144,0.8188285714285714,SL,0.8188285714285714,SL,0.8188285714285714,SL,0.0001886999999999,2,True,0,0.1,0.464,1.173184351254941,0.015481719661784,8381708.439555667,False,6.762937037037037e-05,-0.039271886156785896,-0.0414605861567858,-1.0557319806658132,-1.0000000000000024,-0.039271886156785896,-0.0414605861567858,-1.0557319806658132,-1.0000000000000024,-0.039271886156785896,-0.0414605861567858,-1.0557319806658132,-1.0000000000000024,2025-10-02,7.0
